demand_line_id,asn,part_number,delivery_date,quantity_needed,quantity_allocated,quantity_short,buckets_used,status
DL00641,ASN500051,P1226,2026-04-01,134,134,0,4,FULL
DL00642,ASN500057,P1227,2026-02-28,40,40,0,3,FULL
DL00648,ASN500003,P1230,2026-02-05,116,116,0,3,FULL
DL00649,ASN500010,P1230,2026-01-20,78,78,0,2,FULL
DL00657,ASN500139,P1232,2026-04-23,78,78,0,1,FULL
DL00662,ASN500079,P1234,2026-02-06,12,12,0,1,FULL
DL00663,ASN500085,P1234,2026-01-30,61,61,0,1,FULL
DL00666,ASN500041,P1235,2026-02-16,66,66,0,1,FULL
DL00667,ASN500083,P1235,2026-02-09,130,130,0,2,FULL
DL00668,ASN500072,P1235,2026-02-12,60,60,0,1,FULL
DL00669,ASN500005,P1236,2026-03-17,45,45,0,2,FULL
DL00670,ASN500089,P1237,2026-03-31,117,117,0,1,FULL
DL00671,ASN500132,P1238,2026-04-22,104,104,0,1,FULL
DL00672,ASN500090,P1239,2026-03-13,32,32,0,1,FULL
DL00673,ASN500057,P1239,2026-04-10,178,178,0,1,FULL
DL00676,ASN500070,P1240,2026-01-18,137,137,0,1,FULL
DL00677,ASN500121,P1240,2026-04-16,73,73,0,1,FULL
DL00678,ASN500105,P1241,2026-01-06,31,31,0,1,FULL
DL00679,ASN500105,P1241,2026-03-21,145,145,0,2,FULL
DL00680,ASN500127,P1242,2026-03-20,106,106,0,1,FULL
DL00683,ASN500117,P1244,2026-04-08,78,78,0,1,FULL
DL00684,ASN500090,P1244,2026-02-20,79,79,0,2,FULL
DL00685,ASN500100,P1244,2026-03-18,139,139,0,1,FULL
DL00686,ASN500098,P1244,2026-02-16,170,170,0,1,FULL
DL00687,ASN500127,P1245,2026-03-03,102,102,0,4,FULL
DL00692,ASN500062,P1248,2026-02-01,88,88,0,1,FULL
DL00693,ASN500109,P1248,2026-01-09,7,7,0,1,FULL
DL00694,ASN500012,P1248,2026-03-19,70,70,0,2,FULL
DL00695,ASN500127,P1248,2026-05-03,81,81,0,2,FULL
DL00696,ASN500137,P1248,2026-03-15,84,84,0,1,FULL
DL00703,ASN500095,P1251,2026-02-26,133,133,0,4,FULL
DL00708,ASN500019,P1253,2026-03-12,84,84,0,2,FULL
DL00709,ASN500044,P1253,2026-03-30,33,33,0,1,FULL
DL00710,ASN500075,P1253,2026-04-21,92,92,0,1,FULL
DL00711,ASN500107,P1254,2026-01-26,166,166,0,2,FULL
DL00712,ASN500134,P1254,2026-04-20,79,79,0,1,FULL
DL00713,ASN500130,P1254,2026-03-11,58,58,0,1,FULL
DL00714,ASN500048,P1254,2026-01-29,110,110,0,1,FULL
DL00715,ASN500015,P1254,2026-03-19,166,166,0,1,FULL
DL00716,ASN500027,P1255,2026-03-19,95,95,0,2,FULL
DL00717,ASN500010,P1255,2026-01-07,110,110,0,1,FULL
DL00718,ASN500000,P1255,2026-04-06,83,83,0,1,FULL
DL00719,ASN500001,P1255,2026-02-25,82,82,0,1,FULL
DL00720,ASN500025,P1255,2026-01-07,155,155,0,1,FULL
DL00721,ASN500050,P1256,2026-03-10,49,49,0,4,FULL
DL00722,ASN500068,P1257,2026-04-30,170,170,0,2,FULL
DL00723,ASN500136,P1257,2026-01-24,136,136,0,3,FULL
DL00727,ASN500025,P1258,2026-01-27,24,24,0,3,FULL
DL00728,ASN500125,P1259,2026-03-25,124,124,0,2,FULL
DL00729,ASN500110,P1259,2026-03-30,20,20,0,1,FULL
DL00730,ASN500003,P1259,2026-04-14,180,180,0,1,FULL
DL00731,ASN500082,P1259,2026-04-07,41,41,0,1,FULL
DL00732,ASN500060,P1259,2026-02-10,95,95,0,1,FULL
DL00733,ASN500008,P1260,2026-03-27,73,73,0,2,FULL
DL00735,ASN500049,P1261,2026-03-26,120,120,0,2,FULL
DL00736,ASN500098,P1261,2026-01-12,10,10,0,1,FULL
DL00738,ASN500112,P1262,2026-03-26,18,18,0,1,FULL
DL00739,ASN500063,P1263,2026-01-11,62,62,0,4,FULL
DL00741,ASN500080,P1264,2026-05-01,6,6,0,1,FULL
DL00743,ASN500064,P1265,2026-01-14,131,131,0,4,FULL
DL00748,ASN500091,P1266,2026-01-29,102,102,0,4,FULL
DL00749,ASN500001,P1266,2026-02-25,79,79,0,1,FULL
DL00750,ASN500092,P1267,2026-02-17,34,34,0,1,FULL
DL00751,ASN500136,P1267,2026-02-17,103,103,0,3,FULL
DL00755,ASN500048,P1268,2026-02-11,124,124,0,4,FULL
DL00756,ASN500088,P1268,2026-03-02,65,65,0,2,FULL
DL00757,ASN500008,P1268,2026-04-01,76,76,0,1,FULL
DL00758,ASN500006,P1268,2026-04-19,92,92,0,1,FULL
DL00759,ASN500061,P1269,2026-01-17,38,38,0,2,FULL
DL00760,ASN500050,P1269,2026-03-16,74,74,0,2,FULL
DL00763,ASN500055,P1271,2026-02-23,108,108,0,1,FULL
DL00766,ASN500033,P1272,2026-03-23,71,71,0,2,FULL
DL00774,ASN500059,P1275,2026-01-30,87,87,0,3,FULL
DL00775,ASN500027,P1275,2026-03-18,22,22,0,1,FULL
DL00776,ASN500128,P1276,2026-01-30,81,81,0,4,FULL
DL00779,ASN500072,P1277,2026-02-26,96,96,0,2,FULL
DL00780,ASN500118,P1277,2026-04-28,165,165,0,3,FULL
DL00783,ASN500105,P1278,2026-03-31,11,11,0,1,FULL
DL00787,ASN500056,P1280,2026-01-11,178,178,0,3,FULL
DL00788,ASN500103,P1280,2026-03-24,15,15,0,1,FULL
DL00789,ASN500041,P1280,2026-01-31,115,115,0,1,FULL
DL00790,ASN500039,P1281,2026-04-10,102,102,0,3,FULL
DL00791,ASN500010,P1281,2026-02-14,146,146,0,2,FULL
DL00793,ASN500127,P1282,2026-02-07,138,138,0,1,FULL
DL00794,ASN500111,P1282,2026-04-03,176,176,0,1,FULL
DL00800,ASN500022,P1284,2026-04-04,111,111,0,2,FULL
DL00807,ASN500032,P1287,2026-04-13,130,130,0,1,FULL
DL00808,ASN500048,P1287,2026-04-05,16,16,0,1,FULL
DL00809,ASN500066,P1287,2026-03-16,49,49,0,1,FULL
DL00810,ASN500041,P1287,2026-02-05,168,168,0,1,FULL
DL00811,ASN500139,P1287,2026-02-06,71,71,0,1,FULL
DL00822,ASN500039,P1291,2026-03-06,158,158,0,3,FULL
DL00823,ASN500103,P1291,2026-01-20,57,57,0,1,FULL
DL00824,ASN500003,P1292,2026-03-09,97,97,0,1,FULL
DL00825,ASN500052,P1292,2026-01-13,16,16,0,1,FULL
DL00826,ASN500071,P1292,2026-01-31,82,82,0,2,FULL
DL00827,ASN500079,P1293,2026-01-20,119,119,0,2,FULL
DL00828,ASN500083,P1294,2026-03-06,118,118,0,4,FULL
DL00829,ASN500092,P1294,2026-01-27,79,79,0,1,FULL
DL00830,ASN500018,P1295,2026-01-07,16,16,0,1,FULL
DL00831,ASN500119,P1295,2026-01-16,129,129,0,1,FULL
DL00832,ASN500084,P1295,2026-02-08,149,149,0,1,FULL
DL00833,ASN500027,P1295,2026-03-09,170,170,0,1,FULL
DL00834,ASN500111,P1295,2026-01-30,130,130,0,1,FULL
DL00835,ASN500082,P1296,2026-02-20,7,7,0,1,FULL
DL00836,ASN500023,P1296,2026-02-11,169,169,0,3,FULL
DL00837,ASN500064,P1296,2026-02-06,172,172,0,1,FULL
DL00838,ASN500020,P1296,2026-04-11,40,40,0,1,FULL
DL00839,ASN500007,P1296,2026-04-15,11,11,0,1,FULL
DL00840,ASN500037,P1297,2026-02-22,80,80,0,1,FULL
DL00844,ASN500047,P1298,2026-04-21,170,170,0,2,FULL
DL00849,ASN500012,P1300,2026-03-10,60,60,0,2,FULL
DL00850,ASN500108,P1300,2026-04-09,132,132,0,2,FULL
DL00851,ASN500040,P1300,2026-03-24,81,81,0,2,FULL
DL00852,ASN500020,P1300,2026-04-04,41,41,0,1,FULL
DL00855,ASN500122,P1302,2026-02-02,53,53,0,3,FULL
DL00856,ASN500095,P1302,2026-01-10,5,5,0,1,FULL
DL00859,ASN500131,P1303,2026-04-29,112,112,0,3,FULL
DL00868,ASN500020,P1306,2026-04-08,20,20,0,1,FULL
DL00869,ASN500084,P1306,2026-03-31,160,160,0,2,FULL
DL00870,ASN500076,P1306,2026-03-20,149,149,0,2,FULL
DL00871,ASN500107,P1306,2026-03-08,99,99,0,1,FULL
DL00872,ASN500035,P1306,2026-04-26,81,81,0,1,FULL
DL00876,ASN500095,P1308,2026-03-21,147,147,0,1,FULL
DL00877,ASN500106,P1308,2026-03-14,97,97,0,2,FULL
DL00878,ASN500061,P1308,2026-03-03,149,149,0,1,FULL
DL00879,ASN500101,P1308,2026-01-20,71,71,0,1,FULL
DL00880,ASN500058,P1308,2026-04-29,51,51,0,1,FULL
DL00881,ASN500028,P1309,2026-04-26,61,61,0,1,FULL
DL00882,ASN500064,P1309,2026-01-18,171,171,0,1,FULL
DL00889,ASN500129,P1312,2026-03-27,34,34,0,1,FULL
DL00890,ASN500131,P1312,2026-03-05,31,31,0,1,FULL
DL00891,ASN500100,P1312,2026-01-27,144,144,0,1,FULL
DL00892,ASN500049,P1312,2026-03-07,149,149,0,2,FULL
DL00893,ASN500023,P1312,2026-02-22,40,40,0,1,FULL
DL00894,ASN500014,P1313,2026-02-05,108,108,0,1,FULL
DL00895,ASN500012,P1313,2026-01-11,100,100,0,1,FULL
DL00896,ASN500003,P1313,2026-02-02,157,157,0,2,FULL
DL00897,ASN500117,P1313,2026-01-21,81,81,0,1,FULL
DL00898,ASN500034,P1313,2026-05-02,114,114,0,1,FULL
DL00900,ASN500043,P1315,2026-04-11,98,98,0,1,FULL
DL00901,ASN500087,P1315,2026-01-07,179,179,0,2,FULL
DL00902,ASN500065,P1315,2026-02-05,36,36,0,1,FULL
DL00903,ASN500131,P1316,2026-02-20,139,139,0,4,FULL
DL00904,ASN500125,P1316,2026-04-20,16,16,0,1,FULL
DL00905,ASN500090,P1316,2026-02-20,30,30,0,1,FULL
DL00906,ASN500083,P1317,2026-01-20,159,159,0,2,FULL
DL00907,ASN500008,P1317,2026-02-06,177,177,0,3,FULL
DL00908,ASN500065,P1317,2026-01-30,95,95,0,1,FULL
DL00909,ASN500114,P1317,2026-04-23,10,10,0,1,FULL
DL00910,ASN500112,P1317,2026-04-17,34,34,0,1,FULL
DL00912,ASN500047,P1319,2026-03-17,43,43,0,1,FULL
DL00913,ASN500074,P1319,2026-04-01,180,180,0,2,FULL
DL00914,ASN500097,P1319,2026-03-22,41,41,0,1,FULL
DL00915,ASN500137,P1320,2026-03-03,73,73,0,2,FULL
DL00916,ASN500003,P1320,2026-02-18,11,11,0,1,FULL
DL00918,ASN500008,P1321,2026-01-15,14,14,0,2,FULL
DL00919,ASN500046,P1321,2026-04-20,163,163,0,2,FULL
DL00920,ASN500100,P1321,2026-01-26,126,126,0,1,FULL
DL00921,ASN500114,P1321,2026-02-04,105,105,0,1,FULL
DL00922,ASN500132,P1322,2026-02-21,24,24,0,1,FULL
DL00923,ASN500084,P1322,2026-02-02,140,140,0,1,FULL
DL00924,ASN500079,P1322,2026-03-22,38,38,0,1,FULL
DL00925,ASN500011,P1322,2026-01-27,59,59,0,1,FULL
DL00926,ASN500092,P1322,2026-02-17,124,124,0,1,FULL
DL00927,ASN500119,P1323,2026-05-05,104,104,0,2,FULL
DL00928,ASN500090,P1323,2026-01-06,85,85,0,1,FULL
DL00929,ASN500085,P1323,2026-03-08,153,153,0,2,FULL
DL00930,ASN500085,P1323,2026-01-08,63,63,0,1,FULL
DL00931,ASN500063,P1323,2026-04-28,122,122,0,2,FULL
DL00932,ASN500011,P1324,2026-01-24,166,166,0,1,FULL
DL00933,ASN500036,P1324,2026-02-24,74,74,0,3,FULL
DL00934,ASN500069,P1324,2026-03-11,21,21,0,1,FULL
DL00935,ASN500067,P1324,2026-03-19,96,96,0,1,FULL
DL00938,ASN500025,P1326,2026-04-17,97,97,0,3,FULL
DL00939,ASN500072,P1326,2026-04-27,65,65,0,1,FULL
DL00940,ASN500036,P1326,2026-01-15,179,179,0,1,FULL
DL00941,ASN500077,P1326,2026-04-10,92,92,0,1,FULL
DL00945,ASN500082,P1328,2026-03-11,128,128,0,1,FULL
DL00946,ASN500094,P1328,2026-04-19,67,67,0,1,FULL
DL00950,ASN500077,P1330,2026-03-22,48,48,0,1,FULL
DL00951,ASN500016,P1330,2026-02-13,41,41,0,1,FULL
DL00952,ASN500078,P1330,2026-04-09,69,69,0,1,FULL
DL00953,ASN500087,P1330,2026-05-03,23,23,0,1,FULL
DL00954,ASN500020,P1331,2026-01-28,154,154,0,3,FULL
DL00955,ASN500077,P1331,2026-02-20,153,153,0,2,FULL
DL00956,ASN500091,P1332,2026-04-08,114,114,0,1,FULL
DL00957,ASN500017,P1332,2026-02-15,129,129,0,1,FULL
DL00958,ASN500044,P1332,2026-04-30,75,75,0,1,FULL
DL00959,ASN500065,P1332,2026-01-08,144,144,0,1,FULL
DL00960,ASN500068,P1333,2026-04-06,65,65,0,1,FULL
DL00962,ASN500114,P1334,2026-04-30,56,56,0,1,FULL
DL00963,ASN500072,P1334,2026-03-29,133,133,0,1,FULL
DL00964,ASN500025,P1334,2026-02-05,55,55,0,1,FULL
DL00965,ASN500014,P1334,2026-03-23,38,38,0,1,FULL
DL00966,ASN500020,P1335,2026-04-19,23,23,0,2,FULL
DL00967,ASN500087,P1336,2026-01-06,39,39,0,1,FULL
DL00968,ASN500048,P1336,2026-03-15,74,74,0,1,FULL
DL00969,ASN500003,P1336,2026-02-16,168,168,0,1,FULL
DL00970,ASN500007,P1336,2026-02-16,59,59,0,1,FULL
DL00971,ASN500083,P1336,2026-03-30,11,11,0,1,FULL
DL00976,ASN500065,P1338,2026-04-27,123,123,0,1,FULL
DL00977,ASN500003,P1338,2026-05-04,11,11,0,1,FULL
DL00980,ASN500084,P1339,2026-01-17,45,45,0,1,FULL
DL00981,ASN500004,P1339,2026-02-01,44,44,0,1,FULL
DL00982,ASN500036,P1339,2026-04-14,140,140,0,1,FULL
DL00983,ASN500023,P1339,2026-04-20,96,96,0,1,FULL
DL00984,ASN500092,P1339,2026-02-19,113,113,0,1,FULL
DL00985,ASN500039,P1340,2026-03-24,173,173,0,1,FULL
DL00986,ASN500084,P1340,2026-04-10,63,63,0,1,FULL
DL00987,ASN500066,P1340,2026-04-13,127,127,0,1,FULL
DL00988,ASN500008,P1340,2026-02-14,170,170,0,1,FULL
DL00989,ASN500116,P1340,2026-02-10,148,148,0,1,FULL
DL00994,ASN500102,P1343,2026-05-05,28,28,0,2,FULL
DL00996,ASN500015,P1344,2026-03-11,144,144,0,3,FULL
DL00997,ASN500046,P1345,2026-05-06,71,71,0,1,FULL
DL00998,ASN500093,P1345,2026-05-01,43,43,0,1,FULL
DL01001,ASN500054,P1347,2026-05-02,167,167,0,4,FULL
DL01002,ASN500088,P1347,2026-03-05,104,104,0,2,FULL
DL01003,ASN500054,P1347,2026-04-17,87,87,0,1,FULL
DL01004,ASN500006,P1347,2026-03-31,32,32,0,1,FULL
DL01005,ASN500016,P1348,2026-05-02,170,170,0,1,FULL
DL01011,ASN500090,P1351,2026-02-16,57,57,0,2,FULL
DL01013,ASN500127,P1352,2026-03-19,60,60,0,1,FULL
DL01014,ASN500040,P1352,2026-04-26,127,127,0,2,FULL
DL01015,ASN500068,P1352,2026-04-21,39,39,0,1,FULL
DL01019,ASN500115,P1354,2026-03-21,59,59,0,2,FULL
DL01020,ASN500013,P1354,2026-04-24,58,58,0,2,FULL
DL01021,ASN500092,P1354,2026-04-15,16,16,0,1,FULL
DL01022,ASN500112,P1354,2026-03-02,51,51,0,1,FULL
DL01023,ASN500035,P1354,2026-04-03,81,81,0,1,FULL
DL01025,ASN500034,P1356,2026-01-25,82,82,0,5,FULL
DL01026,ASN500090,P1357,2026-04-12,29,29,0,1,FULL
DL01027,ASN500043,P1357,2026-04-03,123,123,0,1,FULL
DL01028,ASN500101,P1357,2026-02-28,28,28,0,1,FULL
DL01029,ASN500086,P1357,2026-05-03,169,169,0,2,FULL
DL01030,ASN500101,P1357,2026-04-30,90,90,0,1,FULL
DL01033,ASN500059,P1360,2026-03-02,152,152,0,2,FULL
DL01034,ASN500026,P1360,2026-01-12,10,10,0,1,FULL
DL01035,ASN500081,P1360,2026-04-28,21,21,0,1,FULL
DL01036,ASN500028,P1360,2026-03-09,35,35,0,1,FULL
DL01037,ASN500034,P1360,2026-03-01,139,139,0,1,FULL
DL01038,ASN500045,P1361,2026-04-03,62,62,0,2,FULL
DL01039,ASN500037,P1362,2026-04-10,167,167,0,3,FULL
DL01044,ASN500069,P1363,2026-01-07,50,50,0,4,FULL
DL01045,ASN500068,P1364,2026-01-11,22,22,0,1,FULL
DL01046,ASN500050,P1364,2026-01-12,135,135,0,2,FULL
DL01047,ASN500104,P1364,2026-02-21,147,147,0,3,FULL
DL01048,ASN500002,P1365,2026-04-04,88,88,0,1,FULL
DL01049,ASN500010,P1365,2026-03-05,172,172,0,2,FULL
DL01050,ASN500139,P1365,2026-03-17,77,77,0,1,FULL
DL01051,ASN500105,P1366,2026-02-26,73,73,0,1,FULL
DL01052,ASN500108,P1366,2026-03-16,86,86,0,2,FULL
DL01053,ASN500107,P1366,2026-01-25,103,103,0,4,FULL
DL01054,ASN500098,P1367,2026-04-18,109,109,0,1,FULL
DL01055,ASN500036,P1367,2026-01-06,167,167,0,1,FULL
DL01056,ASN500061,P1367,2026-03-11,160,160,0,2,FULL
DL01057,ASN500065,P1367,2026-04-09,161,161,0,1,FULL
DL01058,ASN500061,P1368,2026-03-31,55,55,0,1,FULL
DL01059,ASN500029,P1368,2026-04-23,27,27,0,1,FULL
DL01060,ASN500008,P1368,2026-02-26,17,17,0,1,FULL
DL01061,ASN500083,P1368,2026-03-29,180,180,0,2,FULL
DL01062,ASN500080,P1369,2026-03-20,121,121,0,1,FULL
DL01063,ASN500000,P1369,2026-04-11,126,126,0,1,FULL
DL01064,ASN500120,P1369,2026-02-18,135,135,0,1,FULL
DL01065,ASN500139,P1369,2026-02-05,102,102,0,1,FULL
DL01066,ASN500090,P1370,2026-02-25,21,21,0,1,FULL
DL01070,ASN500067,P1371,2026-05-02,72,72,0,1,FULL
DL01071,ASN500121,P1371,2026-03-13,94,94,0,1,FULL
DL01072,ASN500122,P1371,2026-02-03,151,151,0,2,FULL
DL01073,ASN500036,P1371,2026-05-04,21,21,0,1,FULL
DL01074,ASN500135,P1371,2026-03-14,98,98,0,1,FULL
DL01077,ASN500039,P1373,2026-03-05,174,174,0,2,FULL
DL01078,ASN500045,P1373,2026-04-21,168,168,0,2,FULL
DL01079,ASN500082,P1374,2026-02-21,102,102,0,2,FULL
DL01080,ASN500031,P1375,2026-01-25,109,109,0,3,FULL
DL01081,ASN500064,P1375,2026-01-19,101,101,0,2,FULL
DL01082,ASN500093,P1375,2026-03-31,96,96,0,1,FULL
DL01083,ASN500133,P1375,2026-02-13,138,138,0,1,FULL
DL01084,ASN500022,P1376,2026-02-25,75,75,0,1,FULL
DL01085,ASN500074,P1376,2026-04-04,119,119,0,1,FULL
DL01086,ASN500028,P1376,2026-03-28,120,120,0,1,FULL
DL01087,ASN500122,P1376,2026-04-13,49,49,0,1,FULL
DL01088,ASN500038,P1377,2026-04-03,6,6,0,1,FULL
DL01089,ASN500033,P1377,2026-03-09,98,98,0,1,FULL
DL01090,ASN500133,P1377,2026-02-05,174,174,0,2,FULL
DL01091,ASN500094,P1377,2026-02-18,138,138,0,1,FULL
DL01092,ASN500097,P1377,2026-01-08,69,69,0,1,FULL
DL01093,ASN500051,P1378,2026-03-20,5,5,0,1,FULL
DL01094,ASN500066,P1378,2026-03-22,19,19,0,2,FULL
DL01098,ASN500112,P1379,2026-03-14,28,28,0,2,FULL
DL01099,ASN500126,P1379,2026-01-31,27,27,0,2,FULL
DL01101,ASN500095,P1380,2026-04-07,16,16,0,1,FULL
DL01102,ASN500113,P1380,2026-02-21,101,101,0,2,FULL
DL01103,ASN500010,P1380,2026-02-27,80,80,0,2,FULL
DL01104,ASN500065,P1381,2026-02-05,95,95,0,1,FULL
DL01105,ASN500098,P1381,2026-01-22,153,153,0,1,FULL
DL01106,ASN500049,P1381,2026-02-22,153,153,0,1,FULL
DL01107,ASN500016,P1381,2026-02-01,175,175,0,1,FULL
DL01111,ASN500027,P1383,2026-03-19,156,156,0,1,FULL
DL01112,ASN500118,P1384,2026-02-28,116,116,0,1,FULL
DL01113,ASN500121,P1384,2026-04-29,50,50,0,1,FULL
DL01116,ASN500059,P1385,2026-02-26,56,56,0,3,FULL
DL01117,ASN500010,P1386,2026-02-12,179,179,0,2,FULL
DL01118,ASN500084,P1386,2026-04-14,104,104,0,2,FULL
DL01119,ASN500117,P1386,2026-01-17,35,35,0,1,FULL
DL01120,ASN500056,P1386,2026-03-20,24,24,0,1,FULL
DL01121,ASN500003,P1386,2026-03-10,31,31,0,1,FULL
DL01123,ASN500051,P1388,2026-03-08,90,90,0,1,FULL
DL01132,ASN500107,P1392,2026-01-12,179,179,0,4,FULL
DL01133,ASN500078,P1392,2026-02-06,82,82,0,1,FULL
DL01134,ASN500097,P1392,2026-04-25,116,116,0,2,FULL
DL01135,ASN500138,P1392,2026-02-14,70,70,0,1,FULL
DL01136,ASN500051,P1392,2026-01-12,38,38,0,1,FULL
DL01139,ASN500036,P1394,2026-05-05,98,98,0,4,FULL
DL01144,ASN500112,P1395,2026-01-31,79,79,0,3,FULL
DL01146,ASN500103,P1396,2026-02-01,118,118,0,3,FULL
DL01147,ASN500052,P1396,2026-01-29,19,19,0,1,FULL
DL01148,ASN500111,P1396,2026-01-21,168,168,0,1,FULL
DL01149,ASN500012,P1396,2026-04-26,40,40,0,1,FULL
DL01150,ASN500127,P1397,2026-01-07,51,51,0,2,FULL
DL01151,ASN500042,P1398,2026-02-03,132,132,0,1,FULL
DL01152,ASN500075,P1398,2026-03-15,59,59,0,1,FULL
DL01153,ASN500040,P1398,2026-04-15,42,42,0,1,FULL
DL01154,ASN500052,P1398,2026-01-18,137,137,0,1,FULL
DL01155,ASN500119,P1398,2026-01-31,29,29,0,1,FULL
DL01156,ASN500012,P1399,2026-02-03,111,111,0,3,FULL
DL01157,ASN500113,P1400,2026-03-01,180,180,0,2,FULL
DL01158,ASN500039,P1400,2026-05-04,19,19,0,1,FULL
DL01159,ASN500034,P1400,2026-01-26,15,15,0,1,FULL
DL01160,ASN500075,P1401,2026-04-27,64,64,0,3,FULL
DL01164,ASN500038,P1402,2026-02-04,175,175,0,1,FULL
DL01165,ASN500100,P1402,2026-02-16,13,13,0,1,FULL
DL01166,ASN500039,P1403,2026-02-12,169,169,0,2,FULL
DL01167,ASN500057,P1403,2026-03-16,172,172,0,3,FULL
DL01168,ASN500023,P1403,2026-03-06,55,55,0,2,FULL
DL01169,ASN500038,P1403,2026-03-02,52,52,0,1,FULL
DL01170,ASN500102,P1404,2026-01-10,34,34,0,2,FULL
DL01171,ASN500090,P1404,2026-03-31,36,36,0,1,FULL
DL01172,ASN500053,P1404,2026-05-06,172,172,0,1,FULL
DL01185,ASN500115,P1408,2026-02-06,128,128,0,1,FULL
DL01186,ASN500084,P1408,2026-01-28,98,98,0,3,FULL
DL01187,ASN500028,P1408,2026-04-19,81,81,0,2,FULL
DL01188,ASN500116,P1409,2026-04-11,29,29,0,2,FULL
DL01189,ASN500028,P1410,2026-03-23,46,46,0,1,FULL
DL01190,ASN500100,P1410,2026-01-10,123,123,0,2,FULL
DL01191,ASN500008,P1410,2026-03-12,15,15,0,1,FULL
DL01192,ASN500024,P1410,2026-03-29,110,110,0,1,FULL
DL01193,ASN500033,P1410,2026-03-20,111,111,0,1,FULL
DL01194,ASN500019,P1411,2026-04-09,100,100,0,3,FULL
DL01195,ASN500041,P1411,2026-01-27,97,97,0,2,FULL
DL01196,ASN500023,P1411,2026-01-06,89,89,0,1,FULL
DL01197,ASN500077,P1412,2026-02-08,43,43,0,2,FULL
DL01198,ASN500024,P1412,2026-04-28,32,32,0,1,FULL
DL01199,ASN500061,P1412,2026-01-25,34,34,0,2,FULL
DL01200,ASN500127,P1412,2026-03-15,74,74,0,2,FULL
DL01201,ASN500030,P1413,2026-03-06,88,88,0,1,FULL
DL01202,ASN500062,P1413,2026-03-19,46,46,0,1,FULL
DL01203,ASN500137,P1413,2026-03-11,15,15,0,1,FULL
DL01204,ASN500065,P1413,2026-01-31,98,98,0,1,FULL
DL01205,ASN500072,P1413,2026-03-18,108,108,0,1,FULL
DL01206,ASN500032,P1414,2026-04-09,66,66,0,2,FULL
DL01207,ASN500136,P1414,2026-02-05,133,133,0,1,FULL
DL01212,ASN500132,P1418,2026-02-12,33,33,0,1,FULL
DL01213,ASN500030,P1418,2026-03-31,26,26,0,1,FULL
DL01214,ASN500055,P1418,2026-02-06,64,64,0,3,FULL
DL01215,ASN500131,P1418,2026-04-21,20,20,0,1,FULL
