demand_line_id,asn,part_number,delivery_date,quantity_needed,batch,plant,quantity_allocated
DL00306,ASN500021,P1103,2026-01-07,134,B00192,PLT-02,114
DL00306,ASN500021,P1103,2026-01-07,134,B00193,PLT-02,20
DL00307,ASN500043,P1103,2026-05-01,71,B00193,PLT-02,22
DL00307,ASN500043,P1103,2026-05-01,71,B00193,PLT-03,49
DL00308,ASN500051,P1104,2026-04-11,45,B00194,PLT-03,14
DL00308,ASN500051,P1104,2026-04-11,45,B00195,PLT-02,16
DL00310,ASN500084,P1105,2026-02-05,158,B00196,PLT-01,133
DL00310,ASN500084,P1105,2026-02-05,158,B00197,PLT-03,25
DL00311,ASN500097,P1105,2026-05-03,166,B00197,PLT-03,47
DL00311,ASN500097,P1105,2026-05-03,166,B00198,PLT-02,119
DL00312,ASN500137,P1105,2026-03-07,125,B00198,PLT-02,125
DL00313,ASN500135,P1105,2026-04-25,6,B00198,PLT-02,6
DL00314,ASN500111,P1106,2026-03-20,64,B00199,PLT-02,42
DL00314,ASN500111,P1106,2026-03-20,64,B00200,PLT-02,9
DL00314,ASN500111,P1106,2026-03-20,64,B00201,PLT-03,13
DL00315,ASN500054,P1107,2026-03-26,105,B00202,PLT-02,105
DL00316,ASN500019,P1107,2026-05-02,149,B00202,PLT-02,149
DL00317,ASN500043,P1107,2026-01-10,42,B00202,PLT-02,42
DL00318,ASN500028,P1108,2026-03-26,32,B00203,PLT-03,5
DL00318,ASN500028,P1108,2026-03-26,32,B00204,PLT-02,6
DL00318,ASN500028,P1108,2026-03-26,32,B00205,PLT-02,21
DL00319,ASN500088,P1109,2026-04-05,41,B00206,PLT-01,39
DL00323,ASN500093,P1111,2026-04-20,56,B00207,PLT-01,23
DL00323,ASN500093,P1111,2026-04-20,56,B00207,PLT-02,33
DL00324,ASN500136,P1111,2026-01-14,175,B00207,PLT-02,44
DL00328,ASN500073,P1112,2026-01-18,127,B00208,PLT-01,30
DL00328,ASN500073,P1112,2026-01-18,127,B00208,PLT-03,9
DL00328,ASN500073,P1112,2026-01-18,127,B00209,PLT-03,48
DL00329,ASN500025,P1113,2026-02-01,170,B00210,PLT-01,74
DL00329,ASN500025,P1113,2026-02-01,170,B00210,PLT-02,29
DL00331,ASN500066,P1114,2026-02-19,10,B00211,PLT-02,3
DL00331,ASN500066,P1114,2026-02-19,10,B00211,PLT-03,7
DL00332,ASN500065,P1114,2026-01-12,77,B00211,PLT-03,77
DL00333,ASN500094,P1114,2026-04-14,87,B00211,PLT-03,33
DL00335,ASN500007,P1115,2026-01-09,110,B00212,PLT-03,110
DL00336,ASN500111,P1115,2026-04-14,137,B00212,PLT-03,137
DL00337,ASN500025,P1115,2026-03-07,93,B00212,PLT-03,93
DL00339,ASN500073,P1117,2026-03-02,48,B00213,PLT-01,4
DL00339,ASN500073,P1117,2026-03-02,48,B00214,PLT-02,25
DL00341,ASN500001,P1119,2026-03-09,94,B00215,PLT-01,4
DL00341,ASN500001,P1119,2026-03-09,94,B00216,PLT-02,25
DL00341,ASN500001,P1119,2026-03-09,94,B00217,PLT-01,39
DL00342,ASN500125,P1120,2026-03-10,52,B00218,PLT-01,52
DL00343,ASN500088,P1121,2026-02-08,136,B00219,PLT-02,86
DL00343,ASN500088,P1121,2026-02-08,136,B00220,PLT-02,50
DL00344,ASN500040,P1121,2026-04-20,77,B00220,PLT-02,77
DL00345,ASN500054,P1121,2026-03-10,64,B00220,PLT-02,64
DL00346,ASN500042,P1121,2026-05-06,33,B00220,PLT-02,33
DL00347,ASN500020,P1121,2026-04-16,130,B00220,PLT-02,130
DL00348,ASN500026,P1122,2026-02-16,165,B00221,PLT-03,165
DL00349,ASN500091,P1122,2026-02-26,29,B00221,PLT-03,29
DL00350,ASN500101,P1122,2026-03-01,27,B00221,PLT-03,27
DL00351,ASN500006,P1122,2026-02-01,100,B00221,PLT-03,100
DL00352,ASN500077,P1122,2026-03-01,72,B00221,PLT-03,72
DL00353,ASN500128,P1123,2026-02-23,48,B00222,PLT-01,48
DL00354,ASN500059,P1123,2026-01-22,122,B00222,PLT-01,1
DL00354,ASN500059,P1123,2026-01-22,122,B00222,PLT-03,65
DL00354,ASN500059,P1123,2026-01-22,122,B00223,PLT-02,56
DL00355,ASN500136,P1123,2026-04-12,157,B00223,PLT-02,79
DL00358,ASN500082,P1124,2026-03-06,48,B00224,PLT-02,48
DL00359,ASN500112,P1124,2026-03-21,70,B00224,PLT-02,70
DL00360,ASN500059,P1124,2026-02-17,37,B00224,PLT-02,30
DL00360,ASN500059,P1124,2026-02-17,37,B00225,PLT-02,7
DL00361,ASN500118,P1124,2026-04-29,169,B00225,PLT-02,169
DL00362,ASN500129,P1125,2026-02-09,54,B00226,PLT-02,54
DL00363,ASN500077,P1125,2026-01-25,163,B00226,PLT-02,163
DL00364,ASN500063,P1126,2026-03-24,88,B00227,PLT-03,88
DL00365,ASN500133,P1126,2026-01-26,94,B00227,PLT-03,12
DL00365,ASN500133,P1126,2026-01-26,94,B00228,PLT-01,4
DL00365,ASN500133,P1126,2026-01-26,94,B00228,PLT-03,43
DL00365,ASN500133,P1126,2026-01-26,94,B00229,PLT-03,35
DL00366,ASN500083,P1127,2026-02-08,53,B00230,PLT-01,38
DL00366,ASN500083,P1127,2026-02-08,53,B00230,PLT-02,8
DL00366,ASN500083,P1127,2026-02-08,53,B00231,PLT-01,7
DL00367,ASN500026,P1127,2026-03-31,47,B00231,PLT-01,3
DL00367,ASN500026,P1127,2026-03-31,47,B00231,PLT-03,44
DL00368,ASN500050,P1128,2026-01-25,103,B00232,PLT-03,103
DL00369,ASN500077,P1129,2026-03-02,81,B00233,PLT-03,81
DL00370,ASN500070,P1129,2026-01-19,55,B00233,PLT-03,55
DL00371,ASN500071,P1130,2026-04-29,57,B00234,PLT-01,1
DL00371,ASN500071,P1130,2026-04-29,57,B00235,PLT-02,18
DL00371,ASN500071,P1130,2026-04-29,57,B00236,PLT-01,37
DL00371,ASN500071,P1130,2026-04-29,57,B00236,PLT-02,1
DL00372,ASN500118,P1131,2026-01-07,13,B00237,PLT-03,13
DL00373,ASN500102,P1131,2026-04-04,116,B00237,PLT-03,116
DL00374,ASN500056,P1131,2026-03-27,133,B00237,PLT-03,103
DL00374,ASN500056,P1131,2026-03-27,133,B00238,PLT-01,30
DL00375,ASN500075,P1131,2026-01-08,123,B00238,PLT-01,123
DL00376,ASN500065,P1132,2026-04-10,159,B00239,PLT-01,159
DL00377,ASN500103,P1132,2026-04-10,6,B00239,PLT-01,6
DL00378,ASN500110,P1133,2026-03-22,151,B00240,PLT-02,8
DL00378,ASN500110,P1133,2026-03-22,151,B00240,PLT-03,143
DL00379,ASN500107,P1133,2026-04-01,63,B00240,PLT-03,63
DL00380,ASN500058,P1134,2026-01-29,178,B00241,PLT-01,178
DL00381,ASN500031,P1134,2026-03-02,121,B00241,PLT-01,30
DL00381,ASN500031,P1134,2026-03-02,121,B00242,PLT-01,91
DL00382,ASN500080,P1134,2026-03-27,71,B00242,PLT-01,71
DL00383,ASN500025,P1134,2026-02-06,112,B00242,PLT-01,112
DL00384,ASN500102,P1134,2026-01-26,166,B00242,PLT-01,161
DL00384,ASN500102,P1134,2026-01-26,166,B00242,PLT-02,5
DL00388,ASN500083,P1136,2026-02-24,7,B00243,PLT-03,6
DL00388,ASN500083,P1136,2026-02-24,7,B00244,PLT-01,1
DL00389,ASN500125,P1136,2026-01-10,32,B00244,PLT-01,14
DL00390,ASN500139,P1137,2026-01-26,60,B00245,PLT-03,60
DL00391,ASN500051,P1137,2026-02-19,137,B00245,PLT-03,137
DL00392,ASN500025,P1137,2026-03-05,152,B00245,PLT-03,152
DL00393,ASN500052,P1138,2026-03-12,126,B00246,PLT-02,83
DL00393,ASN500052,P1138,2026-03-12,126,B00247,PLT-02,43
DL00394,ASN500004,P1138,2026-04-17,168,B00247,PLT-02,168
DL00395,ASN500094,P1138,2026-02-18,138,B00247,PLT-02,138
DL00396,ASN500105,P1138,2026-02-01,121,B00247,PLT-02,121
DL00397,ASN500047,P1138,2026-03-12,105,B00247,PLT-02,105
DL00398,ASN500091,P1139,2026-01-13,168,B00248,PLT-01,33
DL00398,ASN500091,P1139,2026-01-13,168,B00249,PLT-01,39
DL00398,ASN500091,P1139,2026-01-13,168,B00249,PLT-03,96
DL00399,ASN500070,P1140,2026-02-26,102,B00250,PLT-02,64
DL00399,ASN500070,P1140,2026-02-26,102,B00250,PLT-03,9
DL00399,ASN500070,P1140,2026-02-26,102,B00251,PLT-01,29
DL00400,ASN500015,P1140,2026-01-15,8,B00251,PLT-01,8
DL00401,ASN500107,P1140,2026-03-27,112,B00251,PLT-01,37
DL00401,ASN500107,P1140,2026-03-27,112,B00252,PLT-01,75
DL00402,ASN500067,P1141,2026-02-03,32,B00253,PLT-01,32
DL00403,ASN500077,P1141,2026-05-06,107,B00253,PLT-01,107
DL00404,ASN500134,P1141,2026-04-18,61,B00253,PLT-01,61
DL00413,ASN500047,P1144,2026-01-06,128,B00254,PLT-02,62
DL00413,ASN500047,P1144,2026-01-06,128,B00255,PLT-02,66
DL00414,ASN500071,P1144,2026-02-06,96,B00255,PLT-02,96
DL00415,ASN500077,P1144,2026-03-08,87,B00255,PLT-02,87
DL00416,ASN500124,P1144,2026-03-26,114,B00255,PLT-02,114
DL00417,ASN500092,P1145,2026-05-04,44,B00256,PLT-01,43
DL00417,ASN500092,P1145,2026-05-04,44,B00256,PLT-02,1
DL00418,ASN500098,P1146,2026-01-16,19,B00257,PLT-03,19
DL00419,ASN500083,P1146,2026-03-14,40,B00257,PLT-03,40
DL00420,ASN500088,P1146,2026-03-21,167,B00257,PLT-03,167
DL00421,ASN500002,P1147,2026-01-15,58,B00258,PLT-01,58
DL00422,ASN500064,P1148,2026-01-18,160,B00259,PLT-02,160
DL00423,ASN500036,P1148,2026-01-29,64,B00259,PLT-02,64
DL00424,ASN500115,P1148,2026-04-16,93,B00259,PLT-02,93
DL00425,ASN500053,P1149,2026-04-17,108,B00260,PLT-01,32
DL00425,ASN500053,P1149,2026-04-17,108,B00261,PLT-01,76
DL00426,ASN500136,P1149,2026-03-25,47,B00261,PLT-01,8
DL00426,ASN500136,P1149,2026-03-25,47,B00261,PLT-02,39
DL00427,ASN500023,P1150,2026-05-01,176,B00262,PLT-01,3
DL00427,ASN500023,P1150,2026-05-01,176,B00262,PLT-03,21
DL00427,ASN500023,P1150,2026-05-01,176,B00263,PLT-01,152
DL00428,ASN500076,P1150,2026-03-10,55,B00263,PLT-01,55
DL00429,ASN500054,P1150,2026-01-16,140,B00263,PLT-01,48
DL00429,ASN500054,P1150,2026-01-16,140,B00264,PLT-01,92
DL00430,ASN500112,P1150,2026-04-28,176,B00264,PLT-01,168
DL00430,ASN500112,P1150,2026-04-28,176,B00264,PLT-02,8
DL00431,ASN500029,P1150,2026-01-21,147,B00264,PLT-02,13
DL00432,ASN500107,P1151,2026-04-21,64,B00265,PLT-01,49
DL00432,ASN500107,P1151,2026-04-21,64,B00266,PLT-02,15
DL00433,ASN500035,P1151,2026-03-10,126,B00266,PLT-02,116
DL00433,ASN500035,P1151,2026-03-10,126,B00267,PLT-01,10
DL00434,ASN500014,P1151,2026-03-06,128,B00267,PLT-01,107
DL00434,ASN500014,P1151,2026-03-06,128,B00267,PLT-03,21
DL00435,ASN500125,P1152,2026-03-10,68,B00268,PLT-03,68
DL00436,ASN500042,P1152,2026-03-23,143,B00268,PLT-03,143
DL00438,ASN500127,P1154,2026-02-12,175,B00269,PLT-03,175
DL00439,ASN500119,P1154,2026-03-01,100,B00269,PLT-03,100
DL00440,ASN500107,P1154,2026-01-15,178,B00269,PLT-03,33
DL00443,ASN500084,P1155,2026-03-12,29,B00270,PLT-01,11
DL00443,ASN500084,P1155,2026-03-12,29,B00271,PLT-01,6
DL00443,ASN500084,P1155,2026-03-12,29,B00271,PLT-02,12
DL00444,ASN500124,P1156,2026-01-10,41,B00272,PLT-01,41
DL00445,ASN500054,P1156,2026-03-27,111,B00272,PLT-01,4
DL00445,ASN500054,P1156,2026-03-27,111,B00273,PLT-01,5
DL00445,ASN500054,P1156,2026-03-27,111,B00273,PLT-03,41
DL00448,ASN500053,P1157,2026-03-02,77,B00274,PLT-02,52
DL00448,ASN500053,P1157,2026-03-02,77,B00275,PLT-02,25
DL00449,ASN500087,P1157,2026-02-07,113,B00275,PLT-02,113
DL00450,ASN500013,P1157,2026-02-12,79,B00275,PLT-02,32
DL00450,ASN500013,P1157,2026-02-12,79,B00275,PLT-03,26
DL00450,ASN500013,P1157,2026-02-12,79,B00276,PLT-02,21
DL00451,ASN500090,P1157,2026-02-26,131,B00276,PLT-02,131
DL00452,ASN500085,P1157,2026-02-09,133,B00276,PLT-02,133
DL00453,ASN500088,P1158,2026-03-30,57,B00277,PLT-01,15
DL00453,ASN500088,P1158,2026-03-30,57,B00277,PLT-02,16
DL00453,ASN500088,P1158,2026-03-30,57,B00278,PLT-03,9
DL00453,ASN500088,P1158,2026-03-30,57,B00279,PLT-03,17
DL00454,ASN500126,P1158,2026-02-17,35,B00279,PLT-03,35
DL00455,ASN500049,P1158,2026-04-07,86,B00279,PLT-03,5
DL00468,ASN500003,P1161,2026-04-27,99,B00280,PLT-01,2
DL00468,ASN500003,P1161,2026-04-27,99,B00281,PLT-02,3
DL00468,ASN500003,P1161,2026-04-27,99,B00282,PLT-02,22
DL00468,ASN500003,P1161,2026-04-27,99,B00282,PLT-03,8
DL00469,ASN500079,P1162,2026-04-06,148,B00283,PLT-02,94
DL00469,ASN500079,P1162,2026-04-06,148,B00284,PLT-01,24
DL00469,ASN500079,P1162,2026-04-06,148,B00284,PLT-02,29
DL00469,ASN500079,P1162,2026-04-06,148,B00285,PLT-02,1
DL00470,ASN500066,P1162,2026-01-29,82,B00285,PLT-02,82
DL00471,ASN500008,P1163,2026-01-08,86,B00286,PLT-03,80
DL00471,ASN500008,P1163,2026-01-08,86,B00287,PLT-01,6
DL00472,ASN500110,P1163,2026-03-29,149,B00287,PLT-01,92
DL00472,ASN500110,P1163,2026-03-29,149,B00287,PLT-03,57
DL00473,ASN500013,P1163,2026-03-19,132,B00287,PLT-03,14
DL00473,ASN500013,P1163,2026-03-19,132,B00288,PLT-01,118
DL00474,ASN500133,P1163,2026-04-21,15,B00288,PLT-01,15
DL00475,ASN500107,P1164,2026-04-05,152,B00289,PLT-03,41
DL00475,ASN500107,P1164,2026-04-05,152,B00290,PLT-03,72
DL00475,ASN500107,P1164,2026-04-05,152,B00291,PLT-03,39
DL00476,ASN500114,P1165,2026-01-07,22,B00292,PLT-02,22
DL00477,ASN500099,P1165,2026-03-22,157,B00292,PLT-02,31
DL00477,ASN500099,P1165,2026-03-22,157,B00293,PLT-01,112
DL00477,ASN500099,P1165,2026-03-22,157,B00293,PLT-03,14
DL00478,ASN500039,P1165,2026-04-14,126,B00293,PLT-03,77
DL00480,ASN500120,P1166,2026-04-30,59,B00294,PLT-03,17
DL00480,ASN500120,P1166,2026-04-30,59,B00295,PLT-01,3
DL00480,ASN500120,P1166,2026-04-30,59,B00296,PLT-02,16
DL00481,ASN500003,P1167,2026-01-06,114,B00297,PLT-02,24
DL00481,ASN500003,P1167,2026-01-06,114,B00298,PLT-01,3
DL00481,ASN500003,P1167,2026-01-06,114,B00299,PLT-03,87
DL00482,ASN500002,P1167,2026-04-01,180,B00299,PLT-03,35
DL00483,ASN500022,P1168,2026-04-27,60,B00300,PLT-03,34
DL00483,ASN500022,P1168,2026-04-27,60,B00301,PLT-03,26
DL00484,ASN500033,P1169,2026-01-08,125,B00302,PLT-03,38
DL00484,ASN500033,P1169,2026-01-08,125,B00303,PLT-01,19
DL00484,ASN500033,P1169,2026-01-08,125,B00304,PLT-02,68
DL00485,ASN500062,P1170,2026-04-09,120,B00305,PLT-02,14
DL00485,ASN500062,P1170,2026-04-09,120,B00306,PLT-03,24
DL00485,ASN500062,P1170,2026-04-09,120,B00307,PLT-01,24
DL00485,ASN500062,P1170,2026-04-09,120,B00307,PLT-02,10
DL00496,ASN500037,P1173,2026-02-21,34,B00308,PLT-02,34
DL00497,ASN500041,P1173,2026-04-18,166,B00308,PLT-02,104
DL00498,ASN500122,P1174,2026-04-15,103,B00309,PLT-01,66
DL00498,ASN500122,P1174,2026-04-15,103,B00310,PLT-02,8
DL00498,ASN500122,P1174,2026-04-15,103,B00310,PLT-03,29
DL00499,ASN500115,P1174,2026-04-16,74,B00310,PLT-03,45
DL00499,ASN500115,P1174,2026-04-16,74,B00311,PLT-02,29
DL00500,ASN500085,P1174,2026-02-10,79,B00311,PLT-02,79
DL00501,ASN500015,P1174,2026-03-30,164,B00311,PLT-02,13
DL00502,ASN500085,P1175,2026-04-08,160,B00312,PLT-01,160
DL00503,ASN500003,P1175,2026-03-23,43,B00312,PLT-01,43
DL00504,ASN500079,P1175,2026-03-01,154,B00312,PLT-01,25
DL00504,ASN500079,P1175,2026-03-01,154,B00313,PLT-01,61
DL00504,ASN500079,P1175,2026-03-01,154,B00313,PLT-03,18
DL00504,ASN500079,P1175,2026-03-01,154,B00314,PLT-02,50
DL00505,ASN500063,P1175,2026-02-24,101,B00314,PLT-02,101
DL00506,ASN500096,P1175,2026-04-14,159,B00314,PLT-02,52
DL00507,ASN500115,P1176,2026-04-04,77,B00315,PLT-03,6
DL00507,ASN500115,P1176,2026-04-04,77,B00316,PLT-02,71
DL00508,ASN500000,P1176,2026-02-08,87,B00316,PLT-02,16
DL00508,ASN500000,P1176,2026-02-08,87,B00316,PLT-03,71
DL00509,ASN500108,P1177,2026-03-22,45,B00317,PLT-01,45
DL00510,ASN500010,P1177,2026-04-22,78,B00317,PLT-01,38
DL00510,ASN500010,P1177,2026-04-22,78,B00317,PLT-03,32
DL00512,ASN500127,P1178,2026-03-15,93,B00318,PLT-01,93
DL00513,ASN500021,P1178,2026-03-17,143,B00318,PLT-01,143
DL00514,ASN500124,P1178,2026-01-31,102,B00318,PLT-01,102
DL00515,ASN500079,P1179,2026-01-13,160,B00319,PLT-02,160
DL00516,ASN500101,P1179,2026-04-06,124,B00319,PLT-02,124
DL00517,ASN500065,P1180,2026-04-12,155,B00320,PLT-02,155
DL00518,ASN500002,P1180,2026-03-05,103,B00320,PLT-02,103
DL00519,ASN500022,P1181,2026-04-19,142,B00321,PLT-02,142
DL00520,ASN500090,P1181,2026-02-04,21,B00321,PLT-02,21
DL00521,ASN500101,P1181,2026-03-13,153,B00321,PLT-02,153
DL00522,ASN500066,P1181,2026-02-16,138,B00321,PLT-02,138
DL00523,ASN500122,P1181,2026-03-22,134,B00321,PLT-02,134
DL00524,ASN500048,P1182,2026-01-30,59,B00322,PLT-01,33
DL00524,ASN500048,P1182,2026-01-30,59,B00323,PLT-02,2
DL00524,ASN500048,P1182,2026-01-30,59,B00324,PLT-03,24
DL00525,ASN500023,P1182,2026-04-19,51,B00324,PLT-03,51
DL00526,ASN500092,P1183,2026-03-19,152,B00325,PLT-01,40
DL00526,ASN500092,P1183,2026-03-19,152,B00325,PLT-03,3
DL00526,ASN500092,P1183,2026-03-19,152,B00326,PLT-01,25
DL00526,ASN500092,P1183,2026-03-19,152,B00326,PLT-03,75
DL00530,ASN500095,P1185,2026-03-06,166,B00327,PLT-01,166
DL00538,ASN500033,P1189,2026-04-23,70,B00328,PLT-01,51
DL00538,ASN500033,P1189,2026-04-23,70,B00328,PLT-02,19
DL00539,ASN500009,P1189,2026-01-31,91,B00328,PLT-02,91
DL00540,ASN500046,P1189,2026-01-16,101,B00328,PLT-02,37
DL00540,ASN500046,P1189,2026-01-16,101,B00329,PLT-01,64
DL00541,ASN500007,P1189,2026-01-10,18,B00329,PLT-01,18
DL00542,ASN500094,P1189,2026-03-09,122,B00329,PLT-01,1
DL00542,ASN500094,P1189,2026-03-09,122,B00330,PLT-02,113
DL00542,ASN500094,P1189,2026-03-09,122,B00330,PLT-03,8
DL00543,ASN500101,P1190,2026-04-06,35,B00331,PLT-01,35
DL00544,ASN500065,P1191,2026-03-19,86,B00332,PLT-03,16
DL00544,ASN500065,P1191,2026-03-19,86,B00333,PLT-01,70
DL00545,ASN500022,P1192,2026-03-11,176,B00334,PLT-01,176
DL00546,ASN500100,P1192,2026-03-04,51,B00334,PLT-01,51
DL00547,ASN500094,P1193,2026-04-08,65,B00335,PLT-03,39
DL00547,ASN500094,P1193,2026-04-08,65,B00336,PLT-02,18
DL00547,ASN500094,P1193,2026-04-08,65,B00337,PLT-01,8
DL00548,ASN500056,P1193,2026-01-10,49,B00337,PLT-01,49
DL00549,ASN500090,P1194,2026-05-01,20,B00338,PLT-01,15
DL00549,ASN500090,P1194,2026-05-01,20,B00339,PLT-01,5
DL00550,ASN500007,P1194,2026-02-08,17,B00339,PLT-01,17
DL00551,ASN500131,P1194,2026-04-13,170,B00339,PLT-01,21
DL00560,ASN500036,P1197,2026-04-30,178,B00340,PLT-01,141
DL00560,ASN500036,P1197,2026-04-30,178,B00341,PLT-01,37
DL00561,ASN500003,P1197,2026-04-07,124,B00341,PLT-01,124
DL00562,ASN500009,P1198,2026-05-04,45,B00342,PLT-02,15
DL00562,ASN500009,P1198,2026-05-04,45,B00343,PLT-02,3
DL00562,ASN500009,P1198,2026-05-04,45,B00344,PLT-03,27
DL00563,ASN500056,P1198,2026-05-05,24,B00344,PLT-03,12
DL00564,ASN500095,P1199,2026-04-15,40,B00345,PLT-01,40
DL00565,ASN500114,P1199,2026-05-04,29,B00345,PLT-01,26
DL00569,ASN500093,P1200,2026-02-17,41,B00346,PLT-03,14
DL00569,ASN500093,P1200,2026-02-17,41,B00347,PLT-03,27
DL00570,ASN500014,P1201,2026-04-07,51,B00348,PLT-01,11
DL00570,ASN500014,P1201,2026-04-07,51,B00349,PLT-02,40
DL00571,ASN500115,P1201,2026-04-29,146,B00349,PLT-02,39
DL00574,ASN500006,P1203,2026-03-20,74,B00350,PLT-01,18
DL00574,ASN500006,P1203,2026-03-20,74,B00351,PLT-02,25
DL00574,ASN500006,P1203,2026-03-20,74,B00351,PLT-03,9
DL00576,ASN500066,P1204,2026-01-19,130,B00352,PLT-02,62
DL00576,ASN500066,P1204,2026-01-19,130,B00352,PLT-03,11
DL00576,ASN500066,P1204,2026-01-19,130,B00353,PLT-01,18
DL00576,ASN500066,P1204,2026-01-19,130,B00354,PLT-03,39
DL00577,ASN500081,P1204,2026-05-01,121,B00354,PLT-03,23
DL00578,ASN500029,P1205,2026-03-12,44,B00355,PLT-01,44
DL00579,ASN500014,P1205,2026-04-30,166,B00355,PLT-01,166
DL00580,ASN500054,P1205,2026-03-08,148,B00355,PLT-01,148
DL00581,ASN500073,P1205,2026-02-07,35,B00355,PLT-01,35
DL00582,ASN500093,P1206,2026-02-08,115,B00356,PLT-01,29
DL00582,ASN500093,P1206,2026-02-08,115,B00357,PLT-01,86
DL00583,ASN500061,P1206,2026-01-18,65,B00357,PLT-01,65
DL00584,ASN500074,P1207,2026-04-30,111,B00358,PLT-01,47
DL00584,ASN500074,P1207,2026-04-30,111,B00359,PLT-01,64
DL00585,ASN500041,P1207,2026-04-22,19,B00359,PLT-01,19
DL00586,ASN500075,P1207,2026-03-28,41,B00359,PLT-01,35
DL00586,ASN500075,P1207,2026-03-28,41,B00359,PLT-02,6
DL00587,ASN500004,P1207,2026-04-19,118,B00359,PLT-02,16
DL00588,ASN500087,P1208,2026-01-23,135,B00360,PLT-02,135
DL00589,ASN500113,P1208,2026-04-17,5,B00360,PLT-02,5
DL00590,ASN500134,P1208,2026-01-29,78,B00360,PLT-02,78
DL00591,ASN500092,P1208,2026-01-11,116,B00360,PLT-02,7
DL00591,ASN500092,P1208,2026-01-11,116,B00360,PLT-03,109
DL00592,ASN500104,P1208,2026-02-10,60,B00360,PLT-03,60
DL00593,ASN500046,P1209,2026-04-23,40,B00361,PLT-01,40
DL00594,ASN500046,P1209,2026-04-14,138,B00361,PLT-01,30
DL00594,ASN500046,P1209,2026-04-14,138,B00362,PLT-01,108
DL00595,ASN500058,P1209,2026-01-31,49,B00362,PLT-01,37
DL00600,ASN500002,P1211,2026-04-04,21,B00363,PLT-03,21
DL00601,ASN500133,P1211,2026-04-23,109,B00363,PLT-03,3
DL00601,ASN500133,P1211,2026-04-23,109,B00364,PLT-02,23
DL00601,ASN500133,P1211,2026-04-23,109,B00364,PLT-03,11
DL00601,ASN500133,P1211,2026-04-23,109,B00365,PLT-01,69
DL00601,ASN500133,P1211,2026-04-23,109,B00365,PLT-02,3
DL00602,ASN500132,P1212,2026-02-17,93,B00366,PLT-01,88
DL00602,ASN500132,P1212,2026-02-17,93,B00366,PLT-02,5
DL00606,ASN500093,P1214,2026-01-26,14,B00367,PLT-02,14
DL00607,ASN500095,P1214,2026-03-23,152,B00367,PLT-02,43
DL00607,ASN500095,P1214,2026-03-23,152,B00368,PLT-02,86
DL00607,ASN500095,P1214,2026-03-23,152,B00369,PLT-03,23
DL00608,ASN500001,P1214,2026-03-13,96,B00369,PLT-03,96
DL00609,ASN500114,P1214,2026-01-15,137,B00369,PLT-03,23
DL00611,ASN500082,P1215,2026-03-20,102,B00370,PLT-01,102
DL00612,ASN500015,P1215,2026-04-27,79,B00370,PLT-01,79
DL00613,ASN500126,P1216,2026-03-12,119,B00371,PLT-03,5
DL00613,ASN500126,P1216,2026-03-12,119,B00372,PLT-03,38
DL00613,ASN500126,P1216,2026-03-12,119,B00373,PLT-01,9
DL00613,ASN500126,P1216,2026-03-12,119,B00373,PLT-03,67
DL00614,ASN500135,P1217,2026-01-23,142,B00374,PLT-03,142
DL00616,ASN500046,P1219,2026-01-19,47,B00375,PLT-01,47
DL00617,ASN500079,P1219,2026-03-18,69,B00375,PLT-01,69
DL00618,ASN500007,P1219,2026-01-18,9,B00375,PLT-01,9
DL00619,ASN500049,P1219,2026-01-08,71,B00375,PLT-01,49
DL00621,ASN500026,P1220,2026-04-27,94,B00376,PLT-01,43
DL00621,ASN500026,P1220,2026-04-27,94,B00376,PLT-02,44
DL00621,ASN500026,P1220,2026-04-27,94,B00377,PLT-01,7
DL00622,ASN500024,P1220,2026-01-11,50,B00377,PLT-01,50
DL00623,ASN500069,P1220,2026-03-06,36,B00377,PLT-01,36
DL00624,ASN500126,P1220,2026-03-11,154,B00377,PLT-01,62
DL00624,ASN500126,P1220,2026-03-11,154,B00378,PLT-01,92
DL00625,ASN500028,P1221,2026-01-21,36,B00379,PLT-02,10
DL00625,ASN500028,P1221,2026-01-21,36,B00380,PLT-02,11
DL00625,ASN500028,P1221,2026-01-21,36,B00381,PLT-03,15
DL00626,ASN500103,P1221,2026-03-16,40,B00381,PLT-03,2
DL00633,ASN500061,P1223,2026-04-07,90,B00382,PLT-02,90
DL00634,ASN500111,P1223,2026-04-18,149,B00382,PLT-02,149
DL00635,ASN500082,P1223,2026-04-24,107,B00382,PLT-02,105
DL00637,ASN500090,P1224,2026-04-27,68,B00383,PLT-01,68
DL00638,ASN500108,P1224,2026-03-27,174,B00383,PLT-01,74
DL00638,ASN500108,P1224,2026-03-27,174,B00384,PLT-01,100
DL00639,ASN500093,P1225,2026-03-14,32,B00385,PLT-03,5
DL00639,ASN500093,P1225,2026-03-14,32,B00386,PLT-03,4
DL00639,ASN500093,P1225,2026-03-14,32,B00387,PLT-01,4
DL00640,ASN500017,P1226,2026-03-02,88,B00388,PLT-02,88
DL00641,ASN500051,P1226,2026-04-01,134,B00388,PLT-02,31
DL00641,ASN500051,P1226,2026-04-01,134,B00389,PLT-01,49
DL00641,ASN500051,P1226,2026-04-01,134,B00390,PLT-01,7
DL00641,ASN500051,P1226,2026-04-01,134,B00390,PLT-03,47
DL00642,ASN500057,P1227,2026-02-28,40,B00391,PLT-01,13
DL00642,ASN500057,P1227,2026-02-28,40,B00392,PLT-02,7
